ASSIGNMENT_ID,FLIGHT_ID,STAFF_CODE,DUTY_ROLE
171205,16828,JL0CA081,CA
171206,16828,JL0CA190,CA
171207,16828,JL0CA062,CA
171208,16828,JL0CA049,CA
171209,16828,JL0CA065,CA
171210,16828,JL0CA172,CA
171211,16829,JL0CA195,チーフCA
171212,16829,JL0CA036,CA
171213,16829,JL0CA146,CA
171214,16829,JL0CA198,CA
171215,16829,JL0CA007,CA
171216,16829,JL0CA098,CA
171217,16829,JL0CA174,CA
171218,16830,JL0CA124,チーフCA
171219,16830,JL0CA123,CA
171220,16830,JL0CA108,CA
171221,16830,JL0CA081,CA
171222,16831,JL0CA042,チーフCA
171223,16831,JL0CA186,CA
171224,16831,JL0CA126,CA
171225,16831,JL0CA187,CA
171226,16831,JL0CA109,CA
171227,16831,JL0CA032,CA
171228,16832,JL0CA134,チーフCA
171229,16832,JL0CA153,CA
171230,16832,JL0CA055,CA
171231,16832,JL0CA082,CA
171232,16832,JL0CA078,CA
171233,16832,JL0CA166,CA
171234,16832,JL0CA063,CA
171235,16832,JL0CA056,CA
171236,16834,JL0CA023,チーフCA
171237,16834,JL0CA199,CA
171238,16834,JL0CA175,CA
171239,16834,JL0CA124,CA
171240,16834,JL0CA031,CA
171241,16835,JL0CA105,チーフCA
171242,16835,JL0CA184,CA
171243,16835,JL0CA111,CA
171244,16836,JL0CA163,チーフCA
171245,16836,JL0CA031,CA
171246,16836,JL0CA020,CA
171247,16836,JL0CA186,CA
171248,16837,JL0CA149,チーフCA
171249,16837,JL0CA082,CA
171250,16837,JL0CA021,CA
171251,16837,JL0CA123,CA
171252,16838,JL0CA105,チーフCA
171253,16838,JL0CA118,CA
171254,16838,JL0CA134,CA
171255,16839,JL0CA015,チーフCA
171256,16839,JL0CA078,CA
171257,16839,JL0CA016,CA
171258,16839,JL0CA072,CA
171259,16839,JL0CA132,CA
171260,16839,JL0CA037,CA
171261,16839,JL0CA097,CA
171262,16839,JL0CA077,CA
171263,16840,JL0CA058,チーフCA
171264,16840,JL0CA099,CA
171265,16840,JL0CA052,CA
171266,16840,JL0CA151,CA
171267,16840,JL0CA054,CA
171268,16840,JL0CA035,CA
171269,16840,JL0CA029,CA
171270,16840,JL0CA091,CA
171271,16841,JL0CA084,チーフCA
171272,16841,JL0CA002,CA
171273,16841,JL0CA178,CA
171274,16841,JL0CA113,CA
171275,16841,JL0CA039,CA
171276,16841,JL0CA096,CA
171277,16841,JL0CA111,CA
171278,16841,JL0CA186,CA
171279,16842,JL0CA053,チーフCA
171280,16842,JL0CA148,CA
171281,16842,JL0CA042,CA
171282,16842,JL0CA140,CA
171283,16842,JL0CA116,CA
171284,16842,JL0CA128,CA
171285,16843,JL0CA156,チーフCA
171286,16843,JL0CA159,CA
171287,16843,JL0CA059,CA
171288,16843,JL0CA051,CA
171289,16843,JL0CA191,CA
171290,16844,JL0CA181,チーフCA
171291,16844,JL0CA182,CA
171292,16844,JL0CA054,CA
171293,16845,JL0CA069,チーフCA
171294,16845,JL0CA049,CA
171295,16845,JL0CA129,CA
171296,16845,JL0CA018,CA
171297,16845,JL0CA080,CA
171298,16845,JL0CA182,CA
171299,16846,JL0CA183,チーフCA
171300,16846,JL0CA138,CA
171301,16846,JL0CA081,CA
171302,16846,JL0CA106,CA
171303,16847,JL0CA196,チーフCA
171304,16847,JL0CA044,CA
171305,16847,JL0CA073,CA
171306,16847,JL0CA015,CA
171307,16847,JL0CA001,CA
171308,16847,JL0CA085,CA
171309,16847,JL0CA181,CA
171310,16847,JL0CA182,CA
171311,16848,JL0CA032,チーフCA
171312,16848,JL0CA107,CA
171313,16848,JL0CA119,CA
171314,16848,JL0CA183,CA
171315,16849,JL0CA157,チーフCA
171316,16849,JL0CA190,CA
171317,16849,JL0CA068,CA
171318,16849,JL0CA182,CA
171319,16849,JL0CA084,CA
171320,16849,JL0CA185,CA
171321,16849,JL0CA075,CA
171322,16850,JL0CA198,チーフCA
171323,16850,JL0CA074,CA
171324,16850,JL0CA164,CA
171325,16850,JL0CA023,CA
171326,16850,JL0CA054,CA
171327,16850,JL0CA193,CA
171328,16851,JL0CA034,チーフCA
171329,16851,JL0CA112,CA
171330,16851,JL0CA198,CA
171331,16851,JL0CA154,CA
171332,16851,JL0CA165,CA
171333,16851,JL0CA090,CA
171334,16852,JL0CA136,チーフCA
171335,16852,JL0CA024,CA
171336,16852,JL0CA068,CA
171337,16852,JL0CA115,CA
171338,16852,JL0CA002,CA
171339,16852,JL0CA195,CA
171340,16853,JL0CA055,チーフCA
171341,16853,JL0CA006,CA
171342,16853,JL0CA121,CA
171343,16853,JL0CA158,CA
171344,16854,JL0CA085,チーフCA
171345,16854,JL0CA115,CA
171346,16854,JL0CA126,CA
171347,16854,JL0CA016,CA
171348,16854,JL0CA089,CA
171349,16854,JL0CA188,CA
171350,16854,JL0CA184,CA
171351,16855,JL0CA166,チーフCA
171352,16855,JL0CA126,CA
171353,16855,JL0CA004,CA
171354,16855,JL0CA125,CA
171355,16855,JL0CA069,CA
171356,16856,JL0CA005,チーフCA
171357,16856,JL0CA199,CA
171358,16856,JL0CA018,CA
171359,16857,JL0CA108,チーフCA
171360,16857,JL0CA140,CA
171361,16857,JL0CA193,CA
171362,16857,JL0CA028,CA
171363,16857,JL0CA052,CA
171364,16857,JL0CA133,CA
171365,16857,JL0CA064,CA
171366,16858,JL0CA113,チーフCA
171367,16858,JL0CA003,CA
171368,16858,JL0CA184,CA
171369,16858,JL0CA093,CA
171370,16858,JL0CA185,CA
171371,16858,JL0CA174,CA
171372,16859,JL0CA030,チーフCA
171373,16859,JL0CA152,CA
171374,16859,JL0CA112,CA
171375,16860,JL0CA014,チーフCA
171376,16860,JL0CA095,CA
171377,16860,JL0CA094,CA
171378,16860,JL0CA194,CA
171379,16861,JL0CA012,チーフCA
171380,16861,JL0CA035,CA
171381,16861,JL0CA191,CA
171382,16861,JL0CA009,CA
171383,16861,JL0CA193,CA
171384,16861,JL0CA086,CA
171385,16862,JL0CA148,チーフCA
171386,16862,JL0CA046,CA
171387,16862,JL0CA025,CA
171388,16862,JL0CA069,CA
171389,16862,JL0CA122,CA
171390,16863,JL0CA091,チーフCA
171391,16863,JL0CA140,CA
171392,16863,JL0CA079,CA
171393,16863,JL0CA164,CA
171394,16864,JL0CA040,チーフCA
171395,16864,JL0CA114,CA
171396,16864,JL0CA083,CA
171397,16864,JL0CA071,CA
171398,16865,JL0CA153,チーフCA
171399,16865,JL0CA177,CA
171400,16865,JL0CA122,CA
171401,16865,JL0CA149,CA
171402,16865,JL0CA160,CA
171403,16865,JL0CA093,CA
171404,16865,JL0CA161,CA
171405,16866,JL0CA120,チーフCA
171406,16866,JL0CA061,CA
171407,16866,JL0CA034,CA
171408,16866,JL0CA059,CA
171409,16866,JL0CA078,CA
171410,16866,JL0CA091,CA
171411,16866,JL0CA081,CA
171412,16867,JL0CA041,チーフCA
171413,16867,JL0CA066,CA
171414,16867,JL0CA174,CA
171415,16867,JL0CA056,CA
171416,16867,JL0CA061,CA
171417,16868,JL0CA057,チーフCA
171418,16868,JL0CA005,CA
171419,16868,JL0CA109,CA
171420,16869,JL0CA079,チーフCA
171421,16869,JL0CA158,CA
171422,16869,JL0CA083,CA
171423,16869,JL0CA136,CA
171424,16870,JL0CA133,チーフCA
171425,16870,JL0CA164,CA
171426,16870,JL0CA145,CA
171427,16870,JL0CA030,CA
171428,16870,JL0CA028,CA
171429,16870,JL0CA190,CA
171430,16870,JL0CA132,CA
171431,16870,JL0CA159,CA
171432,16871,JL0CA200,チーフCA
171433,16871,JL0CA072,CA
171434,16871,JL0CA034,CA
171435,16871,JL0CA190,CA
171436,16871,JL0CA075,CA
171437,16871,JL0CA162,CA
171438,16872,JL0CA169,チーフCA
171439,16872,JL0CA130,CA
171440,16872,JL0CA060,CA
171441,16873,JL0CA036,チーフCA
171442,16873,JL0CA099,CA
171443,16873,JL0CA085,CA
171444,16873,JL0CA177,CA
171445,16873,JL0CA008,CA
171446,16873,JL0CA077,CA
171447,16873,JL0CA069,CA
171448,16873,JL0CA030,CA
171449,16874,JL0CA045,チーフCA
171450,16874,JL0CA089,CA
171451,16874,JL0CA086,CA
171452,16875,JL0CA146,チーフCA
171453,16875,JL0CA175,CA
171454,16875,JL0CA110,CA
171455,16875,JL0CA119,CA
171456,16875,JL0CA165,CA
171457,16876,JL0CA033,チーフCA
171458,16876,JL0CA021,CA
171459,16876,JL0CA002,CA
171460,16876,JL0CA197,CA
171461,16877,JL0CA025,チーフCA
171462,16877,JL0CA150,CA
171463,16877,JL0CA002,CA
171464,16878,JL0CA168,チーフCA
171465,16878,JL0CA187,CA
171466,16878,JL0CA097,CA
171467,16878,JL0CA091,CA
171468,16878,JL0CA049,CA
171469,16878,JL0CA034,CA
171470,16878,JL0CA031,CA
171471,16878,JL0CA133,CA
171472,16879,JL0CA046,チーフCA
171473,16879,JL0CA150,CA
171474,16879,JL0CA009,CA
171475,16880,JL0CA111,チーフCA
171476,16880,JL0CA006,CA
171477,16880,JL0CA079,CA
171478,16880,JL0CA170,CA
171479,16880,JL0CA023,CA
171480,16880,JL0CA110,CA
171481,16880,JL0CA099,CA
171482,16881,JL0CA013,チーフCA
171483,16881,JL0CA134,CA
171484,16881,JL0CA148,CA
171485,16882,JL0CA069,チーフCA
171486,16882,JL0CA077,CA
171487,16882,JL0CA117,CA
171488,16882,JL0CA004,CA
171489,16882,JL0CA118,CA
171490,16882,JL0CA136,CA
171491,16882,JL0CA192,CA
171492,16883,JL0CA117,チーフCA
171493,16883,JL0CA200,CA
171494,16883,JL0CA174,CA
171495,16883,JL0CA158,CA
171496,16883,JL0CA081,CA
171497,16883,JL0CA127,CA
171498,16884,JL0CA022,チーフCA
171499,16884,JL0CA083,CA
171500,16884,JL0CA197,CA
171501,16884,JL0CA059,CA
171502,16884,JL0CA062,CA
171503,16884,JL0CA176,CA
171504,16884,JL0CA044,CA
171505,16884,JL0CA185,CA
171506,16885,JL0CA170,チーフCA
171507,16885,JL0CA196,CA
171508,16885,JL0CA111,CA
171509,16885,JL0CA090,CA
171510,16887,JL0CA128,チーフCA
171511,16887,JL0CA180,CA
171512,16887,JL0CA145,CA
171513,16887,JL0CA021,CA
171514,16887,JL0CA070,CA
171515,16888,JL0CA197,チーフCA
171516,16888,JL0CA157,CA
171517,16888,JL0CA126,CA
171518,16888,JL0CA091,CA
171519,16888,JL0CA129,CA
171520,16888,JL0CA014,CA
171521,16890,JL0CA003,チーフCA
171522,16890,JL0CA113,CA
171523,16890,JL0CA147,CA
171524,16890,JL0CA020,CA
171525,16890,JL0CA066,CA
171526,16890,JL0CA097,CA
171527,16890,JL0CA180,CA
171528,16890,JL0CA127,CA
171529,16891,JL0CA200,チーフCA
171530,16891,JL0CA010,CA
171531,16891,JL0CA083,CA
171532,16891,JL0CA061,CA
171533,16892,JL0CA072,チーフCA
171534,16892,JL0CA024,CA
171535,16892,JL0CA068,CA
171536,16892,JL0CA128,CA
171537,16892,JL0CA023,CA
171538,16892,JL0CA106,CA
171539,16892,JL0CA116,CA
171540,16893,JL0CA170,チーフCA
171541,16893,JL0CA182,CA
171542,16893,JL0CA031,CA
171543,16893,JL0CA083,CA
171544,16893,JL0CA078,CA
171545,16894,JL0CA053,チーフCA
171546,16894,JL0CA061,CA
171547,16894,JL0CA094,CA
171548,16894,JL0CA007,CA
171549,16895,JL0CA185,チーフCA
171550,16895,JL0CA074,CA
171551,16895,JL0CA092,CA
171552,16895,JL0CA091,CA
171553,16895,JL0CA132,CA
171554,16895,JL0CA094,CA
171555,16896,JL0CA054,チーフCA
171556,16896,JL0CA025,CA
171557,16896,JL0CA145,CA
171558,16896,JL0CA165,CA
171559,16897,JL0CA069,チーフCA
171560,16897,JL0CA143,CA
171561,16897,JL0CA162,CA
171562,16897,JL0CA096,CA
171563,16897,JL0CA130,CA
171564,16897,JL0CA182,CA
171565,16897,JL0CA067,CA
171566,16898,JL0CA170,チーフCA
171567,16898,JL0CA123,CA
171568,16898,JL0CA152,CA
171569,16898,JL0CA103,CA
171570,16898,JL0CA174,CA
171571,16898,JL0CA085,CA
171572,16899,JL0CA181,チーフCA
171573,16899,JL0CA154,CA
171574,16899,JL0CA187,CA
171575,16899,JL0CA123,CA
171576,16899,JL0CA104,CA
171577,16900,JL0CA039,チーフCA
171578,16900,JL0CA185,CA
171579,16900,JL0CA037,CA
171580,16900,JL0CA128,CA
171581,16900,JL0CA012,CA
171582,16900,JL0CA033,CA
171583,16901,JL0CA133,チーフCA
171584,16901,JL0CA105,CA
171585,16901,JL0CA117,CA
171586,16901,JL0CA048,CA
171587,16901,JL0CA095,CA
171588,16901,JL0CA085,CA
171589,16902,JL0CA002,チーフCA
171590,16902,JL0CA008,CA
171591,16902,JL0CA086,CA
171592,16902,JL0CA169,CA
171593,16902,JL0CA170,CA
171594,16902,JL0CA023,CA
171595,16903,JL0CA126,チーフCA
171596,16903,JL0CA037,CA
171597,16903,JL0CA133,CA
171598,16904,JL0CA158,チーフCA
171599,16904,JL0CA184,CA
171600,16904,JL0CA044,CA
171601,16904,JL0CA187,CA
171602,16905,JL0CA139,チーフCA
171603,16905,JL0CA044,CA
171604,16905,JL0CA168,CA
171605,16905,JL0CA158,CA
171606,16905,JL0CA022,CA
171607,16906,JL0CA032,チーフCA
171608,16906,JL0CA014,CA
171609,16906,JL0CA010,CA
171610,16906,JL0CA085,CA
171611,16906,JL0CA104,CA
171612,16906,JL0CA098,CA
171613,16906,JL0CA124,CA
171614,16906,JL0CA077,CA
171615,16907,JL0CA079,チーフCA
171616,16907,JL0CA088,CA
171617,16907,JL0CA072,CA
171618,16907,JL0CA181,CA
171619,16908,JL0CA175,チーフCA
171620,16908,JL0CA143,CA
171621,16908,JL0CA190,CA
171622,16909,JL0CA083,チーフCA
171623,16909,JL0CA114,CA
171624,16909,JL0CA025,CA
171625,16909,JL0CA100,CA
171626,16909,JL0CA086,CA
171627,16909,JL0CA067,CA
171628,16909,JL0CA160,CA
171629,16909,JL0CA028,CA
171630,16910,JL0CA057,チーフCA
171631,16910,JL0CA126,CA
171632,16910,JL0CA109,CA
171633,16910,JL0CA035,CA
171634,16910,JL0CA013,CA
171635,16910,JL0CA098,CA
171636,16910,JL0CA099,CA
171637,16911,JL0CA068,チーフCA
171638,16911,JL0CA021,CA
171639,16911,JL0CA199,CA
171640,16911,JL0CA016,CA
171641,16911,JL0CA116,CA
171642,16911,JL0CA166,CA
171643,16911,JL0CA095,CA
171644,16912,JL0CA091,チーフCA
171645,16912,JL0CA111,CA
171646,16912,JL0CA151,CA
171647,16913,JL0CA027,チーフCA
171648,16913,JL0CA160,CA
171649,16913,JL0CA133,CA
171650,16913,JL0CA006,CA
171651,16913,JL0CA078,CA
171652,16913,JL0CA070,CA
171653,16913,JL0CA040,CA
171654,16913,JL0CA046,CA
171655,16914,JL0CA030,チーフCA
171656,16914,JL0CA054,CA
171657,16914,JL0CA129,CA
171658,16916,JL0CA005,チーフCA
171659,16916,JL0CA127,CA
171660,16916,JL0CA098,CA
171661,16916,JL0CA088,CA
171662,16916,JL0CA063,CA
171663,16916,JL0CA135,CA
171664,16917,JL0CA050,チーフCA
171665,16917,JL0CA175,CA
171666,16917,JL0CA031,CA
171667,16917,JL0CA045,CA
171668,16917,JL0CA193,CA
171669,16917,JL0CA057,CA
171670,16917,JL0CA117,CA
171671,16917,JL0CA139,CA
171672,16918,JL0CA075,チーフCA
171673,16918,JL0CA097,CA
171674,16918,JL0CA133,CA
171675,16918,JL0CA042,CA
171676,16918,JL0CA178,CA
171677,16918,JL0CA060,CA
171678,16918,JL0CA095,CA
171679,16918,JL0CA121,CA
171680,16919,JL0CA109,チーフCA
171681,16919,JL0CA134,CA
171682,16919,JL0CA042,CA
171683,16920,JL0CA115,チーフCA
171684,16920,JL0CA150,CA
171685,16920,JL0CA054,CA
171686,16920,JL0CA080,CA
171687,16920,JL0CA189,CA
171688,16920,JL0CA044,CA
171689,16921,JL0CA042,チーフCA
171690,16921,JL0CA153,CA
171691,16921,JL0CA184,CA
171692,16921,JL0CA035,CA
171693,16922,JL0CA015,チーフCA
171694,16922,JL0CA031,CA
171695,16922,JL0CA169,CA
171696,16922,JL0CA026,CA
171697,16923,JL0CA054,チーフCA
171698,16923,JL0CA023,CA
171699,16923,JL0CA150,CA
171700,16923,JL0CA158,CA
171701,16924,JL0CA074,チーフCA
171702,16924,JL0CA006,CA
171703,16924,JL0CA121,CA
171704,16924,JL0CA054,CA
171705,16924,JL0CA117,CA
171706,16925,JL0CA042,チーフCA
171707,16925,JL0CA050,CA
171708,16925,JL0CA046,CA
171709,16925,JL0CA167,CA
171710,16926,JL0CA195,チーフCA
171711,16926,JL0CA149,CA
171712,16926,JL0CA114,CA
171713,16926,JL0CA161,CA
171714,16927,JL0CA091,チーフCA
171715,16927,JL0CA019,CA
171716,16927,JL0CA015,CA
171717,16928,JL0CA169,チーフCA
171718,16928,JL0CA165,CA
171719,16928,JL0CA149,CA
171720,16928,JL0CA020,CA
171721,16928,JL0CA164,CA
171722,16929,JL0CA135,チーフCA
171723,16929,JL0CA124,CA
171724,16929,JL0CA151,CA
171725,16929,JL0CA068,CA
171726,16929,JL0CA190,CA
171727,16930,JL0CA047,チーフCA
171728,16930,JL0CA166,CA
171729,16930,JL0CA012,CA
171730,16930,JL0CA045,CA
171731,16930,JL0CA078,CA
171732,16930,JL0CA108,CA
171733,16931,JL0CA010,チーフCA
171734,16931,JL0CA124,CA
171735,16931,JL0CA195,CA
171736,16932,JL0CA042,チーフCA
171737,16932,JL0CA146,CA
171738,16932,JL0CA064,CA
171739,16932,JL0CA004,CA
171740,16932,JL0CA038,CA
171741,16932,JL0CA144,CA
171742,16933,JL0CA168,チーフCA
171743,16933,JL0CA175,CA
171744,16933,JL0CA149,CA
171745,16934,JL0CA063,チーフCA
171746,16934,JL0CA087,CA
171747,16934,JL0CA057,CA
171748,16934,JL0CA086,CA
171749,16934,JL0CA113,CA
171750,16934,JL0CA163,CA
171751,16934,JL0CA111,CA
171752,16934,JL0CA002,CA
171753,16935,JL0CA196,チーフCA
171754,16935,JL0CA008,CA
171755,16935,JL0CA125,CA
171756,16935,JL0CA027,CA
171757,16935,JL0CA088,CA
171758,16935,JL0CA010,CA
171759,16935,JL0CA030,CA
171760,16936,JL0CA015,チーフCA
171761,16936,JL0CA043,CA
171762,16936,JL0CA160,CA
171763,16936,JL0CA109,CA
171764,16936,JL0CA125,CA
171765,16936,JL0CA119,CA
171766,16937,JL0CA165,チーフCA
171767,16937,JL0CA097,CA
171768,16937,JL0CA009,CA
171769,16937,JL0CA148,CA
171770,16937,JL0CA081,CA
171771,16937,JL0CA193,CA
171772,16938,JL0CA138,チーフCA
171773,16938,JL0CA141,CA
171774,16938,JL0CA146,CA
171775,16938,JL0CA196,CA
171776,16938,JL0CA039,CA
171777,16938,JL0CA025,CA
171778,16938,JL0CA101,CA
171779,16938,JL0CA172,CA
171780,16939,JL0CA126,チーフCA
171781,16939,JL0CA184,CA
171782,16939,JL0CA109,CA
171783,16939,JL0CA099,CA
171784,16939,JL0CA177,CA
171785,16939,JL0CA036,CA
171786,16939,JL0CA172,CA
171787,16940,JL0CA037,チーフCA
171788,16940,JL0CA014,CA
171789,16940,JL0CA022,CA
171790,16940,JL0CA164,CA
171791,16940,JL0CA168,CA
171792,16941,JL0CA135,チーフCA
171793,16941,JL0CA015,CA
171794,16941,JL0CA155,CA
171795,16941,JL0CA060,CA
171796,16941,JL0CA193,CA
171797,16941,JL0CA019,CA
171798,16941,JL0CA068,CA
171799,16941,JL0CA078,CA
171800,16942,JL0CA129,チーフCA
171801,16942,JL0CA041,CA
171802,16942,JL0CA060,CA
171803,16943,JL0CA151,チーフCA
171804,16943,JL0CA108,CA
171805,16943,JL0CA074,CA
171806,16944,JL0CA042,チーフCA
171807,16944,JL0CA056,CA
171808,16944,JL0CA150,CA
171809,16944,JL0CA021,CA
171810,16945,JL0CA200,チーフCA
171811,16945,JL0CA076,CA
171812,16945,JL0CA123,CA
171813,16945,JL0CA118,CA
171814,16945,JL0CA115,CA
171815,16945,JL0CA070,CA
171816,16946,JL0CA100,チーフCA
171817,16946,JL0CA182,CA
171818,16946,JL0CA136,CA
171819,16946,JL0CA052,CA
171820,16946,JL0CA197,CA
171821,16947,JL0CA171,チーフCA
171822,16947,JL0CA199,CA
171823,16947,JL0CA034,CA
171824,16947,JL0CA067,CA
171825,16947,JL0CA124,CA
171826,16947,JL0CA192,CA
171827,16948,JL0CA051,チーフCA
171828,16948,JL0CA025,CA
171829,16948,JL0CA017,CA
171830,16948,JL0CA139,CA
171831,16948,JL0CA064,CA
171832,16948,JL0CA179,CA
171833,16948,JL0CA028,CA
171834,16948,JL0CA153,CA
171835,16949,JL0CA183,チーフCA
171836,16949,JL0CA092,CA
171837,16949,JL0CA180,CA
171838,16950,JL0CA158,チーフCA
171839,16950,JL0CA181,CA
171840,16950,JL0CA049,CA
171841,16950,JL0CA177,CA
171842,16950,JL0CA136,CA
171843,16952,JL0CA192,チーフCA
171844,16952,JL0CA121,CA
171845,16952,JL0CA100,CA
171846,16952,JL0CA076,CA
171847,16952,JL0CA021,CA
171848,16952,JL0CA132,CA
171849,16952,JL0CA045,CA
171850,16953,JL0CA064,チーフCA
171851,16953,JL0CA169,CA
171852,16953,JL0CA192,CA
171853,16953,JL0CA128,CA
171854,16954,JL0CA174,チーフCA
171855,16954,JL0CA189,CA
171856,16954,JL0CA153,CA
171857,16954,JL0CA020,CA
171858,16954,JL0CA149,CA
171859,16955,JL0CA098,チーフCA
171860,16955,JL0CA172,CA
171861,16955,JL0CA007,CA
171862,16955,JL0CA029,CA
171863,16955,JL0CA017,CA
171864,16956,JL0CA180,チーフCA
171865,16956,JL0CA042,CA
171866,16956,JL0CA071,CA
171867,16956,JL0CA044,CA
171868,16956,JL0CA127,CA
171869,16956,JL0CA094,CA
171870,16957,JL0CA002,チーフCA
171871,16957,JL0CA071,CA
171872,16957,JL0CA015,CA
171873,16958,JL0CA138,チーフCA
171874,16958,JL0CA045,CA
171875,16958,JL0CA083,CA
171876,16958,JL0CA039,CA
171877,16958,JL0CA179,CA
171878,16958,JL0CA044,CA
171879,16958,JL0CA062,CA
171880,16959,JL0CA071,チーフCA
171881,16959,JL0CA160,CA
171882,16959,JL0CA157,CA
171883,16959,JL0CA184,CA
171884,16959,JL0CA133,CA
171885,16960,JL0CA075,チーフCA
171886,16960,JL0CA071,CA
171887,16960,JL0CA162,CA
171888,16960,JL0CA161,CA
171889,16960,JL0CA090,CA
171890,16960,JL0CA163,CA
171891,16960,JL0CA064,CA
171892,16960,JL0CA061,CA
171893,16961,JL0CA151,チーフCA
171894,16961,JL0CA181,CA
171895,16961,JL0CA050,CA
171896,16961,JL0CA054,CA
171897,16962,JL0CA198,チーフCA
171898,16962,JL0CA138,CA
171899,16962,JL0CA076,CA
171900,16964,JL0CA093,チーフCA
171901,16964,JL0CA015,CA
171902,16964,JL0CA057,CA
171903,16964,JL0CA047,CA
171904,16965,JL0CA004,チーフCA
171905,16965,JL0CA042,CA
171906,16965,JL0CA160,CA
171907,16965,JL0CA111,CA
171908,16965,JL0CA093,CA
171909,16965,JL0CA120,CA
171910,16966,JL0CA124,チーフCA
171911,16966,JL0CA122,CA
171912,16966,JL0CA113,CA
171913,16966,JL0CA179,CA
171914,16966,JL0CA088,CA
171915,16966,JL0CA022,CA
171916,16966,JL0CA028,CA
171917,16966,JL0CA155,CA
171918,16967,JL0CA174,チーフCA
171919,16967,JL0CA079,CA
171920,16967,JL0CA119,CA
171921,16967,JL0CA093,CA
171922,16967,JL0CA103,CA
171923,16967,JL0CA132,CA
171924,16968,JL0CA037,チーフCA
171925,16968,JL0CA012,CA
171926,16968,JL0CA148,CA
171927,16968,JL0CA176,CA
171928,16968,JL0CA175,CA
171929,16968,JL0CA005,CA
171930,16969,JL0CA066,チーフCA
171931,16969,JL0CA013,CA
171932,16969,JL0CA100,CA
171933,16969,JL0CA067,CA
171934,16969,JL0CA181,CA
171935,16970,JL0CA095,チーフCA
171936,16970,JL0CA175,CA
171937,16970,JL0CA023,CA
171938,16971,JL0CA004,チーフCA
171939,16971,JL0CA024,CA
171940,16971,JL0CA005,CA
171941,16971,JL0CA138,CA
171942,16971,JL0CA113,CA
171943,16971,JL0CA122,CA
171944,16971,JL0CA137,CA
171945,16971,JL0CA166,CA
171946,16972,JL0CA141,チーフCA
171947,16972,JL0CA076,CA
171948,16972,JL0CA021,CA
171949,16972,JL0CA036,CA
171950,16972,JL0CA097,CA
171951,16972,JL0CA155,CA
171952,16973,JL0CA152,チーフCA
171953,16973,JL0CA140,CA
171954,16973,JL0CA085,CA
171955,16973,JL0CA063,CA
171956,16973,JL0CA052,CA
171957,16973,JL0CA076,CA
171958,16974,JL0CA009,チーフCA
171959,16974,JL0CA044,CA
171960,16974,JL0CA054,CA
171961,16975,JL0CA090,チーフCA
171962,16975,JL0CA061,CA
171963,16975,JL0CA143,CA
171964,16975,JL0CA101,CA
171965,16975,JL0CA053,CA
171966,16975,JL0CA173,CA
171967,16975,JL0CA095,CA
171968,16975,JL0CA122,CA
171969,16976,JL0CA098,チーフCA
171970,16976,JL0CA142,CA
171971,16976,JL0CA025,CA
171972,16976,JL0CA045,CA
171973,16976,JL0CA090,CA
171974,16976,JL0CA158,CA
171975,16976,JL0CA069,CA
171976,16977,JL0CA017,チーフCA
171977,16977,JL0CA050,CA
171978,16977,JL0CA183,CA
171979,16977,JL0CA172,CA
171980,16978,JL0CA131,チーフCA
171981,16978,JL0CA002,CA
171982,16978,JL0CA025,CA
171983,16978,JL0CA175,CA
171984,16978,JL0CA149,CA
171985,16978,JL0CA023,CA
171986,16978,JL0CA124,CA
171987,16978,JL0CA138,CA
171988,16979,JL0CA055,チーフCA
171989,16979,JL0CA124,CA
171990,16979,JL0CA026,CA
171991,16979,JL0CA120,CA
171992,16979,JL0CA022,CA
171993,16979,JL0CA176,CA
171994,16979,JL0CA071,CA
171995,16981,JL0CA027,チーフCA
171996,16981,JL0CA136,CA
171997,16981,JL0CA019,CA
171998,16981,JL0CA116,CA
171999,16981,JL0CA092,CA
172000,16981,JL0CA011,CA
172001,16981,JL0CA048,CA
172002,16982,JL0CA033,チーフCA
172003,16982,JL0CA054,CA
172004,16982,JL0CA022,CA
172005,16982,JL0CA005,CA
172006,16982,JL0CA103,CA
172007,16982,JL0CA078,CA
172008,16982,JL0CA146,CA
172009,16983,JL0CA136,チーフCA
172010,16983,JL0CA058,CA
172011,16983,JL0CA178,CA
172012,16983,JL0CA049,CA
172013,16983,JL0CA099,CA
172014,16983,JL0CA045,CA
172015,16983,JL0CA084,CA
172016,16984,JL0CA071,チーフCA
172017,16984,JL0CA159,CA
172018,16984,JL0CA009,CA
172019,16984,JL0CA109,CA
172020,16984,JL0CA180,CA
172021,16984,JL0CA038,CA
172022,16984,JL0CA022,CA
172023,16984,JL0CA028,CA
172024,16985,JL0CA200,チーフCA
172025,16985,JL0CA096,CA
172026,16985,JL0CA053,CA
172027,16986,JL0CA099,チーフCA
172028,16986,JL0CA005,CA
172029,16986,JL0CA016,CA
172030,16986,JL0CA143,CA
172031,16986,JL0CA157,CA
172032,16986,JL0CA055,CA
172033,16987,JL0CA042,チーフCA
172034,16987,JL0CA160,CA
172035,16987,JL0CA067,CA
172036,16987,JL0CA021,CA
172037,16987,JL0CA166,CA
172038,16988,JL0CA111,チーフCA
172039,16988,JL0CA171,CA
172040,16988,JL0CA022,CA
172041,16989,JL0CA076,チーフCA
172042,16989,JL0CA032,CA
172043,16989,JL0CA118,CA
172044,16989,JL0CA009,CA
172045,16989,JL0CA073,CA
172046,16989,JL0CA125,CA
172047,16989,JL0CA092,CA
