FLIGHT_ID,FLIGHT_NUMBER,SERVICE_DATE,ORIGIN_AIRPORT_CODE,DEST_AIRPORT_CODE,SCHED_DEP_DATETIME_LOCAL,ACTUAL_DEP_DATETIME_LOCAL,SCHED_ARR_DATETIME_LOCAL,ACTUAL_ARR_DATETIME_LOCAL,AIRCRAFT_CODE,SEATS_OFFERED,PAX_BOARDED,CABIN_PAX_Y,CABIN_PAX_J,CABIN_PAX_F,CANCELLATION_FLAG,CANCELLATION_REASON_CATEGORY,ARRIVAL_DELAY_MIN,ON_TIME_ARRIVAL_FLAG
14495,JL0991,2022-07-12,HND,OKA,2022-07-12 09:00,2022-07-12 09:10,2022-07-12 11:30,2022-07-12 11:49,B777-200,312,204,164,34,6,N,,19,N
14496,JL7357,2022-07-12,NRT,BKK,2022-07-12 09:30,2022-07-12 09:30,2022-07-12 16:00,2022-07-12 16:13,B787-9,312,179,142,32,5,N,,13,Y
14497,JL0697,2022-07-12,NRT,LAX,2022-07-12 07:00,2022-07-12 07:15,2022-07-12 18:00,2022-07-12 18:13,B777-300,244,124,77,43,4,N,,13,Y
14498,JL0028,2022-07-12,NRT,JFK,2022-07-12 20:00,2022-07-12 20:20,2022-07-13 09:00,2022-07-13 09:26,B777-300,244,131,81,45,5,N,,26,N
14499,JL0419,2022-07-12,NRT,LHR,2022-07-12 15:15,2022-07-12 15:35,2022-07-13 03:15,2022-07-13 03:33,B777-300,244,122,76,42,4,N,,18,N
14500,JL0215,2022-07-12,HND,HKG,2022-07-12 16:15,2022-07-12 17:00,2022-07-12 20:15,2022-07-12 21:01,B787-8,291,129,109,20,0,N,,46,N
14501,JL7750,2022-07-12,NRT,SYD,2022-07-12 19:00,2022-07-12 19:00,2022-07-13 05:00,2022-07-13 05:10,B787-9,312,147,116,27,4,N,,10,Y
14502,JL0898,2022-07-12,HND,PVG,2022-07-12 19:00,2022-07-12 19:07,2022-07-12 22:00,2022-07-12 22:16,B767,261,124,112,12,0,N,,16,N
14503,JL0512,2022-07-13,HND,CTS,2022-07-13 07:00,2022-07-13 07:07,2022-07-13 08:30,2022-07-13 08:32,A350,369,241,197,40,4,N,,2,Y
14504,JL0318,2022-07-13,HND,FUK,2022-07-13 17:15,2022-07-13 17:45,2022-07-13 18:55,2022-07-13 19:33,A350,369,284,232,47,5,N,,38,N
14505,JL0975,2022-07-13,HND,OKA,2022-07-13 09:45,2022-07-13 09:47,2022-07-13 12:15,2022-07-13 12:15,B777-200,312,235,190,39,6,N,,0,Y
14506,JL0270,2022-07-13,HND,NGO,2022-07-13 06:15,2022-07-13 07:00,2022-07-13 07:05,2022-07-13 07:51,B737,165,124,115,9,0,N,,46,N
14507,JL7146,2022-07-13,NRT,SIN,2022-07-13 08:15,2022-07-13 08:17,2022-07-13 15:15,2022-07-13 15:28,B787-9,312,176,140,31,5,N,,13,Y
14508,JL0621,2022-07-13,NRT,LAX,2022-07-13 16:30,2022-07-13 16:40,2022-07-14 03:30,2022-07-14 03:41,B777-300,244,121,75,42,4,N,,11,Y
14509,JL0019,2022-07-13,NRT,JFK,2022-07-13 12:45,2022-07-13 12:45,2022-07-14 01:45,2022-07-14 01:56,B777-300,244,104,64,36,4,N,,11,Y
14510,JL0490,2022-07-13,NRT,LHR,2022-07-13 06:45,2022-07-13 07:30,2022-07-13 18:45,2022-07-13 19:31,B777-300,244,106,65,37,4,N,,46,N
14511,JL7720,2022-07-13,NRT,SYD,2022-07-13 13:00,2022-07-13 13:00,2022-07-13 23:00,2022-07-13 23:11,B787-9,312,154,122,28,4,N,,11,Y
14512,JL0524,2022-07-14,HND,CTS,2022-07-14 10:00,2022-07-14 10:45,2022-07-14 11:30,2022-07-14 12:28,A350,369,275,224,46,5,N,,58,N
14513,JL0168,2022-07-14,HND,ITM,2022-07-14 09:30,2022-07-14 09:45,2022-07-14 10:30,2022-07-14 10:50,B787-8,291,181,153,28,0,N,,20,N
14514,JL0319,2022-07-14,HND,FUK,2022-07-14 15:00,2022-07-14 15:05,2022-07-14 16:40,2022-07-14 16:53,A350,369,238,194,40,4,N,,13,Y
14515,JL0970,2022-07-14,HND,OKA,2022-07-14 14:45,2022-07-14 14:45,2022-07-14 17:15,2022-07-14 17:12,B777-200,312,194,156,33,5,N,,-3,Y
14516,JL0224,2022-07-14,HND,NGO,2022-07-14 09:45,2022-07-14 09:45,2022-07-14 10:35,2022-07-14 10:47,B737,165,118,109,9,0,N,,12,Y
14517,JL7119,2022-07-14,NRT,SIN,2022-07-14 17:00,2022-07-14 17:45,2022-07-15 00:00,2022-07-15 00:59,B787-9,312,156,124,28,4,N,,59,N
14518,JL0040,2022-07-14,NRT,JFK,2022-07-14 15:00,2022-07-14 15:45,2022-07-15 04:00,2022-07-15 04:41,B777-300,244,106,65,37,4,N,,41,N
14519,JL0471,2022-07-14,NRT,LHR,2022-07-14 13:00,2022-07-14 13:00,2022-07-15 01:00,2022-07-15 01:14,B777-300,244,127,80,43,4,N,,14,Y
14520,JL0257,2022-07-14,HND,HKG,2022-07-14 12:00,2022-07-14 12:20,2022-07-14 16:00,2022-07-14 16:18,B787-8,291,129,109,20,0,N,,18,N
14521,JL0925,2022-07-14,HND,ICN,2022-07-14 16:00,2022-07-14 16:00,2022-07-14 18:30,2022-07-14 18:31,B767,261,118,106,12,0,N,,1,Y
14522,JL7881,2022-07-14,NRT,HNL,2022-07-14 16:00,2022-07-14 16:00,2022-07-14 23:30,2022-07-14 23:32,A350,369,183,149,31,3,N,,2,Y
14523,JL0585,2022-07-15,HND,CTS,2022-07-15 13:45,2022-07-15 13:45,2022-07-15 15:15,2022-07-15 15:25,A350,369,283,231,47,5,N,,10,Y
14524,JL0380,2022-07-15,HND,FUK,2022-07-15 08:45,2022-07-15 09:30,2022-07-15 10:25,2022-07-15 11:25,A350,369,232,189,39,4,N,,60,N
14525,JL0994,2022-07-15,HND,OKA,2022-07-15 06:15,2022-07-15 06:15,2022-07-15 08:45,2022-07-15 08:52,B777-200,312,194,156,33,5,N,,7,Y
14526,JL0237,2022-07-15,HND,NGO,2022-07-15 17:00,2022-07-15 17:20,2022-07-15 17:50,2022-07-15 18:18,B737,165,121,112,9,0,N,,28,N
14527,JL7177,2022-07-15,NRT,SIN,2022-07-15 16:15,2022-07-15 16:25,2022-07-15 23:15,2022-07-15 23:29,B787-9,312,159,126,29,4,N,,14,Y
14528,JL7344,2022-07-15,NRT,BKK,2022-07-15 12:15,2022-07-15 12:20,2022-07-15 18:45,2022-07-15 18:53,B787-9,312,152,120,28,4,N,,8,Y
14529,JL0669,2022-07-15,NRT,LAX,2022-07-15 12:00,2022-07-15 12:20,2022-07-15 23:00,2022-07-15 23:34,B777-300,244,107,66,37,4,N,,34,N
14530,JL0075,2022-07-15,NRT,JFK,2022-07-15 09:00,2022-07-15 09:30,2022-07-15 22:00,2022-07-15 22:41,B777-300,244,127,79,44,4,N,,41,N
14531,JL0273,2022-07-15,HND,HKG,2022-07-15 20:30,2022-07-15 21:15,2022-07-16 00:30,2022-07-16 01:10,B787-8,291,154,130,24,0,N,,40,N
14532,JL7855,2022-07-15,NRT,HNL,2022-07-15 12:00,2022-07-15 12:02,2022-07-15 19:30,2022-07-15 19:34,A350,369,188,153,32,3,N,,4,Y
14533,JL7788,2022-07-15,NRT,SYD,2022-07-15 06:30,2022-07-15 07:15,2022-07-15 16:30,2022-07-15 17:26,B787-9,312,135,106,25,4,N,,56,N
14534,JL0844,2022-07-15,HND,PVG,2022-07-15 12:30,2022-07-15 12:32,2022-07-15 15:30,2022-07-15 15:47,B767,261,118,106,12,0,N,,17,N
14535,JL0144,2022-07-16,HND,ITM,2022-07-16 19:00,2022-07-16 19:00,2022-07-16 20:00,2022-07-16 20:03,B787-8,291,212,180,32,0,N,,3,Y
14536,JL0335,2022-07-16,HND,FUK,2022-07-16 07:45,2022-07-16 08:15,2022-07-16 09:25,2022-07-16 10:08,A350,369,278,227,46,5,N,,43,N
14537,JL0958,2022-07-16,HND,OKA,2022-07-16 18:45,2022-07-16 18:45,2022-07-16 21:15,2022-07-16 21:15,B777-200,312,199,161,33,5,N,,0,Y
14538,JL0281,2022-07-16,HND,NGO,2022-07-16 19:00,2022-07-16 19:30,2022-07-16 19:50,2022-07-16 20:19,B737,165,109,101,8,0,N,,29,N
14539,JL7388,2022-07-16,NRT,BKK,2022-07-16 19:15,2022-07-16 19:30,2022-07-17 01:45,2022-07-17 02:00,B787-9,312,153,121,28,4,N,,15,Y
14540,JL0683,2022-07-16,NRT,LAX,2022-07-16 07:30,2022-07-16 07:37,2022-07-16 18:30,2022-07-16 18:51,B777-300,244,0,0,0,0,Y,天候,,N
14541,JL0026,2022-07-16,NRT,JFK,2022-07-16 18:45,2022-07-16 18:55,2022-07-17 07:45,2022-07-17 08:10,B777-300,244,103,63,36,4,N,,25,N
14542,JL0414,2022-07-16,NRT,LHR,2022-07-16 19:45,2022-07-16 20:00,2022-07-17 07:45,2022-07-17 08:10,B777-300,244,133,82,46,5,N,,25,N
14543,JL0292,2022-07-16,HND,HKG,2022-07-16 17:00,2022-07-16 17:20,2022-07-16 21:00,2022-07-16 21:15,B787-8,291,134,113,21,0,N,,15,Y
14544,JL7813,2022-07-16,NRT,HNL,2022-07-16 12:45,2022-07-16 12:45,2022-07-16 20:15,2022-07-16 20:29,A350,369,162,131,28,3,N,,14,Y
14545,JL7707,2022-07-16,NRT,SYD,2022-07-16 15:30,2022-07-16 16:15,2022-07-17 01:30,2022-07-17 02:16,B787-9,312,144,114,26,4,N,,46,N
14546,JL0177,2022-07-17,HND,ITM,2022-07-17 10:45,2022-07-17 11:00,2022-07-17 11:45,2022-07-17 12:01,B787-8,291,198,168,30,0,N,,16,N
14547,JL0382,2022-07-17,HND,FUK,2022-07-17 15:30,2022-07-17 15:40,2022-07-17 17:10,2022-07-17 17:28,A350,369,281,229,47,5,N,,18,N
14548,JL0254,2022-07-17,HND,NGO,2022-07-17 08:00,2022-07-17 08:45,2022-07-17 08:50,2022-07-17 09:46,B737,165,114,106,8,0,N,,56,N
14549,JL7180,2022-07-17,NRT,SIN,2022-07-17 17:30,2022-07-17 17:30,2022-07-18 00:30,2022-07-18 00:37,B787-9,312,137,108,25,4,N,,7,Y
14550,JL7394,2022-07-17,NRT,BKK,2022-07-17 18:30,2022-07-17 19:15,2022-07-18 01:00,2022-07-18 01:48,B787-9,312,140,111,25,4,N,,48,N
14551,JL0633,2022-07-17,NRT,LAX,2022-07-17 07:45,2022-07-17 07:45,2022-07-17 18:45,2022-07-17 18:52,B777-300,244,135,84,46,5,N,,7,Y
14552,JL0065,2022-07-17,NRT,JFK,2022-07-17 13:15,2022-07-17 13:17,2022-07-18 02:15,2022-07-18 02:30,B777-300,244,105,64,37,4,N,,15,Y
14553,JL0441,2022-07-17,NRT,LHR,2022-07-17 16:00,2022-07-17 16:20,2022-07-18 04:00,2022-07-18 04:23,B777-300,244,105,64,37,4,N,,23,N
14554,JL0956,2022-07-17,HND,ICN,2022-07-17 13:15,2022-07-17 13:17,2022-07-17 15:45,2022-07-17 15:50,B767,261,114,103,11,0,N,,5,Y
14555,JL7857,2022-07-17,NRT,HNL,2022-07-17 14:15,2022-07-17 14:25,2022-07-17 21:45,2022-07-17 22:01,A350,369,190,155,32,3,N,,16,N
14556,JL7721,2022-07-17,NRT,SYD,2022-07-17 13:45,2022-07-17 13:45,2022-07-17 23:45,2022-07-18 00:00,B787-9,312,141,111,26,4,N,,15,Y
14557,JL0315,2022-07-18,HND,FUK,2022-07-18 06:15,2022-07-18 06:17,2022-07-18 07:55,2022-07-18 08:06,A350,369,272,222,45,5,N,,11,Y
14558,JL0912,2022-07-18,HND,OKA,2022-07-18 15:00,2022-07-18 15:02,2022-07-18 17:30,2022-07-18 17:36,B777-200,312,199,161,33,5,N,,6,Y
14559,JL0215,2022-07-18,HND,NGO,2022-07-18 17:45,2022-07-18 17:47,2022-07-18 18:35,2022-07-18 18:38,B737,165,116,107,9,0,N,,3,Y
14560,JL7307,2022-07-18,NRT,BKK,2022-07-18 07:00,2022-07-18 07:20,2022-07-18 13:30,2022-07-18 13:56,B787-9,312,153,121,28,4,N,,26,N
14561,JL0650,2022-07-18,NRT,LAX,2022-07-18 16:15,2022-07-18 16:35,2022-07-19 03:15,2022-07-19 03:34,B777-300,244,134,83,46,5,N,,19,N
14562,JL0061,2022-07-18,NRT,JFK,2022-07-18 18:45,2022-07-18 19:30,2022-07-19 07:45,2022-07-19 08:38,B777-300,244,0,0,0,0,Y,機材,,N
14563,JL0269,2022-07-18,HND,HKG,2022-07-18 10:15,2022-07-18 10:15,2022-07-18 14:15,2022-07-18 14:12,B787-8,291,135,114,21,0,N,,-3,Y
14564,JL0902,2022-07-18,HND,ICN,2022-07-18 18:45,2022-07-18 18:45,2022-07-18 21:15,2022-07-18 21:18,B767,261,143,129,14,0,N,,3,Y
14565,JL7823,2022-07-18,NRT,HNL,2022-07-18 20:15,2022-07-18 20:25,2022-07-19 03:45,2022-07-19 04:05,A350,369,0,0,0,0,Y,機材,,N
14566,JL7792,2022-07-18,NRT,SYD,2022-07-18 16:00,2022-07-18 16:00,2022-07-19 02:00,2022-07-19 02:05,B787-9,312,174,138,31,5,N,,5,Y
14567,JL0894,2022-07-18,HND,PVG,2022-07-18 20:15,2022-07-18 20:20,2022-07-18 23:15,2022-07-18 23:34,B767,261,148,134,14,0,N,,19,N
14568,JL0568,2022-07-19,HND,CTS,2022-07-19 20:15,2022-07-19 20:22,2022-07-19 21:45,2022-07-19 21:57,A350,369,247,202,41,4,N,,12,Y
14569,JL0106,2022-07-19,HND,ITM,2022-07-19 17:45,2022-07-19 17:45,2022-07-19 18:45,2022-07-19 18:50,B787-8,291,223,189,34,0,N,,5,Y
14570,JL0280,2022-07-19,HND,NGO,2022-07-19 12:00,2022-07-19 12:02,2022-07-19 12:50,2022-07-19 12:54,B737,165,127,118,9,0,N,,4,Y
14571,JL7127,2022-07-19,NRT,SIN,2022-07-19 15:45,2022-07-19 16:30,2022-07-19 22:45,2022-07-19 23:28,B787-9,312,172,136,31,5,N,,43,N
14572,JL0690,2022-07-19,NRT,LAX,2022-07-19 20:15,2022-07-19 21:00,2022-07-20 07:15,2022-07-20 08:01,B777-300,244,135,84,46,5,N,,46,N
14573,JL0208,2022-07-19,HND,HKG,2022-07-19 20:45,2022-07-19 20:45,2022-07-20 00:45,2022-07-20 00:46,B787-8,291,0,0,0,0,Y,天候,,N
14574,JL0929,2022-07-19,HND,ICN,2022-07-19 14:45,2022-07-19 14:50,2022-07-19 17:15,2022-07-19 17:33,B767,261,135,122,13,0,N,,18,N
14575,JL7864,2022-07-19,NRT,HNL,2022-07-19 15:15,2022-07-19 15:20,2022-07-19 22:45,2022-07-19 22:49,A350,369,195,159,33,3,N,,4,Y
14576,JL7771,2022-07-19,NRT,SYD,2022-07-19 07:30,2022-07-19 08:15,2022-07-19 17:30,2022-07-19 18:22,B787-9,312,161,128,29,4,N,,52,N
14577,JL0888,2022-07-19,HND,PVG,2022-07-19 14:30,2022-07-19 14:35,2022-07-19 17:30,2022-07-19 17:35,B767,261,0,0,0,0,Y,機材,,N
14578,JL0547,2022-07-20,HND,CTS,2022-07-20 12:30,2022-07-20 12:30,2022-07-20 14:00,2022-07-20 14:14,A350,369,240,196,40,4,N,,14,Y
14579,JL0149,2022-07-20,HND,ITM,2022-07-20 13:30,2022-07-20 13:30,2022-07-20 14:30,2022-07-20 14:33,B787-8,291,225,191,34,0,N,,3,Y
14580,JL0964,2022-07-20,HND,OKA,2022-07-20 14:00,2022-07-20 14:05,2022-07-20 16:30,2022-07-20 16:38,B777-200,312,243,196,40,7,N,,8,Y
14581,JL0299,2022-07-20,HND,NGO,2022-07-20 12:30,2022-07-20 12:50,2022-07-20 13:20,2022-07-20 13:38,B737,165,124,115,9,0,N,,18,N
14582,JL0667,2022-07-20,NRT,LAX,2022-07-20 17:00,2022-07-20 17:02,2022-07-21 04:00,2022-07-21 04:08,B777-300,244,133,82,46,5,N,,8,Y
14583,JL0055,2022-07-20,NRT,JFK,2022-07-20 10:30,2022-07-20 10:35,2022-07-20 23:30,2022-07-20 23:42,B777-300,244,139,87,47,5,N,,12,Y
14584,JL0283,2022-07-20,HND,HKG,2022-07-20 16:00,2022-07-20 16:10,2022-07-20 20:00,2022-07-20 20:05,B787-8,291,143,121,22,0,N,,5,Y
14585,JL0989,2022-07-20,HND,ICN,2022-07-20 07:00,2022-07-20 07:00,2022-07-20 09:30,2022-07-20 09:36,B767,261,113,102,11,0,N,,6,Y
14586,JL7827,2022-07-20,NRT,HNL,2022-07-20 20:30,2022-07-20 20:32,2022-07-21 04:00,2022-07-21 04:12,A350,369,183,149,31,3,N,,12,Y
14587,JL7711,2022-07-20,NRT,SYD,2022-07-20 08:30,2022-07-20 09:00,2022-07-20 18:30,2022-07-20 18:59,B787-9,312,0,0,0,0,Y,運航上,,N
14588,JL0844,2022-07-20,HND,PVG,2022-07-20 10:30,2022-07-20 11:00,2022-07-20 13:30,2022-07-20 14:06,B767,261,0,0,0,0,Y,天候,,N
14589,JL0506,2022-07-21,HND,CTS,2022-07-21 16:45,2022-07-21 16:52,2022-07-21 18:15,2022-07-21 18:25,A350,369,260,213,43,4,N,,10,Y
14590,JL0102,2022-07-21,HND,ITM,2022-07-21 15:15,2022-07-21 15:30,2022-07-21 16:15,2022-07-21 16:42,B787-8,291,184,156,28,0,N,,27,N
14591,JL0303,2022-07-21,HND,FUK,2022-07-21 06:15,2022-07-21 06:30,2022-07-21 07:55,2022-07-21 08:12,A350,369,286,234,47,5,N,,17,N
14592,JL0908,2022-07-21,HND,OKA,2022-07-21 09:15,2022-07-21 09:35,2022-07-21 11:45,2022-07-21 12:07,B777-200,312,237,192,39,6,N,,22,N
14593,JL7127,2022-07-21,NRT,SIN,2022-07-21 17:15,2022-07-21 17:15,2022-07-22 00:15,2022-07-22 00:15,B787-9,312,178,141,32,5,N,,0,Y
14594,JL7306,2022-07-21,NRT,BKK,2022-07-21 10:00,2022-07-21 10:00,2022-07-21 16:30,2022-07-21 16:25,B787-9,312,161,128,29,4,N,,-5,Y
14595,JL0099,2022-07-21,NRT,JFK,2022-07-21 11:15,2022-07-21 11:17,2022-07-22 00:15,2022-07-22 00:12,B777-300,244,123,77,42,4,N,,-3,Y
14596,JL0497,2022-07-21,NRT,LHR,2022-07-21 19:00,2022-07-21 19:10,2022-07-22 07:00,2022-07-22 07:14,B777-300,244,138,86,47,5,N,,14,Y
14597,JL0948,2022-07-21,HND,ICN,2022-07-21 15:30,2022-07-21 15:45,2022-07-21 18:00,2022-07-21 18:15,B767,261,147,133,14,0,N,,15,Y
14598,JL7722,2022-07-21,NRT,SYD,2022-07-21 18:15,2022-07-21 18:45,2022-07-22 04:15,2022-07-22 04:51,B787-9,312,170,134,31,5,N,,36,N
14599,JL0883,2022-07-21,HND,PVG,2022-07-21 19:15,2022-07-21 19:35,2022-07-21 22:15,2022-07-21 22:42,B767,261,135,122,13,0,N,,27,N
14600,JL0198,2022-07-22,HND,ITM,2022-07-22 12:45,2022-07-22 12:45,2022-07-22 13:45,2022-07-22 14:00,B787-8,291,203,172,31,0,N,,15,Y
14601,JL0372,2022-07-22,HND,FUK,2022-07-22 10:00,2022-07-22 10:15,2022-07-22 11:40,2022-07-22 11:54,A350,369,252,206,42,4,N,,14,Y
14602,JL0245,2022-07-22,HND,NGO,2022-07-22 07:00,2022-07-22 07:05,2022-07-22 07:50,2022-07-22 07:56,B737,165,107,99,8,0,N,,6,Y
14603,JL7380,2022-07-22,NRT,BKK,2022-07-22 07:00,2022-07-22 07:45,2022-07-22 13:30,2022-07-22 14:25,B787-9,312,153,121,28,4,N,,55,N
14604,JL0044,2022-07-22,NRT,JFK,2022-07-22 16:30,2022-07-22 16:35,2022-07-23 05:30,2022-07-23 05:33,B777-300,244,136,85,46,5,N,,3,Y
14605,JL0263,2022-07-22,HND,HKG,2022-07-22 07:30,2022-07-22 07:40,2022-07-22 11:30,2022-07-22 11:43,B787-8,291,155,131,24,0,N,,13,Y
14606,JL0939,2022-07-22,HND,ICN,2022-07-22 08:30,2022-07-22 08:37,2022-07-22 11:00,2022-07-22 11:18,B767,261,137,124,13,0,N,,18,N
14607,JL7796,2022-07-22,NRT,SYD,2022-07-22 16:00,2022-07-22 16:45,2022-07-23 02:00,2022-07-23 02:55,B787-9,312,140,110,26,4,N,,55,N
14608,JL0823,2022-07-22,HND,PVG,2022-07-22 13:15,2022-07-22 13:15,2022-07-22 16:15,2022-07-22 16:14,B767,261,0,0,0,0,Y,機材,,N
14609,JL0585,2022-07-23,HND,CTS,2022-07-23 14:45,2022-07-23 14:55,2022-07-23 16:15,2022-07-23 16:34,A350,369,248,203,41,4,N,,19,N
14610,JL0196,2022-07-23,HND,ITM,2022-07-23 10:00,2022-07-23 10:15,2022-07-23 11:00,2022-07-23 11:28,B787-8,291,205,174,31,0,N,,28,N
14611,JL0936,2022-07-23,HND,OKA,2022-07-23 11:45,2022-07-23 11:45,2022-07-23 14:15,2022-07-23 14:19,B777-200,312,209,168,35,6,N,,4,Y
14612,JL0204,2022-07-23,HND,NGO,2022-07-23 15:45,2022-07-23 15:45,2022-07-23 16:35,2022-07-23 16:43,B737,165,107,99,8,0,N,,8,Y
14613,JL7159,2022-07-23,NRT,SIN,2022-07-23 11:45,2022-07-23 11:50,2022-07-23 18:45,2022-07-23 18:52,B787-9,312,158,125,29,4,N,,7,Y
14614,JL0647,2022-07-23,NRT,LAX,2022-07-23 07:00,2022-07-23 07:05,2022-07-23 18:00,2022-07-23 18:06,B777-300,244,135,84,46,5,N,,6,Y
14615,JL0034,2022-07-23,NRT,JFK,2022-07-23 11:45,2022-07-23 12:05,2022-07-24 00:45,2022-07-24 01:12,B777-300,244,0,0,0,0,Y,天候,,N
14616,JL0418,2022-07-23,NRT,LHR,2022-07-23 13:30,2022-07-23 14:00,2022-07-24 01:30,2022-07-24 02:13,B777-300,244,106,65,37,4,N,,43,N
14617,JL0297,2022-07-23,HND,HKG,2022-07-23 13:00,2022-07-23 13:20,2022-07-23 17:00,2022-07-23 17:32,B787-8,291,123,104,19,0,N,,32,N
14618,JL0905,2022-07-23,HND,ICN,2022-07-23 10:30,2022-07-23 10:30,2022-07-23 13:00,2022-07-23 13:07,B767,261,119,107,12,0,N,,7,Y
14619,JL7822,2022-07-23,NRT,HNL,2022-07-23 19:30,2022-07-23 19:30,2022-07-24 03:00,2022-07-24 02:55,A350,369,177,144,30,3,N,,-5,Y
14620,JL0805,2022-07-23,HND,PVG,2022-07-23 07:45,2022-07-23 08:30,2022-07-23 10:45,2022-07-23 11:35,B767,261,117,106,11,0,N,,50,N
14621,JL0541,2022-07-24,HND,CTS,2022-07-24 20:45,2022-07-24 21:00,2022-07-24 22:15,2022-07-24 22:39,A350,369,261,213,44,4,N,,24,N
14622,JL0110,2022-07-24,HND,ITM,2022-07-24 16:15,2022-07-24 16:20,2022-07-24 17:15,2022-07-24 17:18,B787-8,291,188,159,29,0,N,,3,Y
14623,JL0983,2022-07-24,HND,OKA,2022-07-24 13:00,2022-07-24 13:30,2022-07-24 15:30,2022-07-24 16:01,B777-200,312,233,188,39,6,N,,31,N
14624,JL0290,2022-07-24,HND,NGO,2022-07-24 17:30,2022-07-24 17:35,2022-07-24 18:20,2022-07-24 18:26,B737,165,114,106,8,0,N,,6,Y
14625,JL7179,2022-07-24,NRT,SIN,2022-07-24 12:15,2022-07-24 12:15,2022-07-24 19:15,2022-07-24 19:25,B787-9,312,139,110,25,4,N,,10,Y
14626,JL7371,2022-07-24,NRT,BKK,2022-07-24 18:00,2022-07-24 18:00,2022-07-25 00:30,2022-07-25 00:27,B787-9,312,158,126,28,4,N,,-3,Y
14627,JL0601,2022-07-24,NRT,LAX,2022-07-24 08:15,2022-07-24 08:22,2022-07-24 19:15,2022-07-24 19:37,B777-300,244,0,0,0,0,Y,運航上,,N
14628,JL0014,2022-07-24,NRT,JFK,2022-07-24 18:30,2022-07-24 18:30,2022-07-25 07:30,2022-07-25 07:38,B777-300,244,128,79,44,5,N,,8,Y
14629,JL0485,2022-07-24,NRT,LHR,2022-07-24 08:30,2022-07-24 08:37,2022-07-24 20:30,2022-07-24 20:40,B777-300,244,129,80,44,5,N,,10,Y
14630,JL0901,2022-07-24,HND,ICN,2022-07-24 20:30,2022-07-24 20:30,2022-07-24 23:00,2022-07-24 23:11,B767,261,141,127,14,0,N,,11,Y
14631,JL7793,2022-07-24,NRT,SYD,2022-07-24 12:15,2022-07-24 12:15,2022-07-24 22:15,2022-07-24 22:14,B787-9,312,163,130,29,4,N,,-1,Y
14632,JL0503,2022-07-25,HND,CTS,2022-07-25 15:15,2022-07-25 15:15,2022-07-25 16:45,2022-07-25 16:54,A350,369,271,221,45,5,N,,9,Y
14633,JL0319,2022-07-25,HND,FUK,2022-07-25 18:45,2022-07-25 19:05,2022-07-25 20:25,2022-07-25 20:52,A350,369,237,193,40,4,N,,27,N
14634,JL0206,2022-07-25,HND,NGO,2022-07-25 09:00,2022-07-25 09:30,2022-07-25 09:50,2022-07-25 10:17,B737,165,0,0,0,0,Y,機材,,N
14635,JL7184,2022-07-25,NRT,SIN,2022-07-25 20:30,2022-07-25 20:35,2022-07-26 03:30,2022-07-26 03:34,B787-9,312,150,119,27,4,N,,4,Y
14636,JL7399,2022-07-25,NRT,BKK,2022-07-25 12:00,2022-07-25 12:10,2022-07-25 18:30,2022-07-25 18:55,B787-9,312,138,109,25,4,N,,25,N
14637,JL0632,2022-07-25,NRT,LAX,2022-07-25 15:15,2022-07-25 15:35,2022-07-26 02:15,2022-07-26 02:50,B777-300,244,112,69,39,4,N,,35,N
14638,JL0037,2022-07-25,NRT,JFK,2022-07-25 06:00,2022-07-25 06:20,2022-07-25 19:00,2022-07-25 19:31,B777-300,244,129,80,44,5,N,,31,N
14639,JL0458,2022-07-25,NRT,LHR,2022-07-25 10:15,2022-07-25 10:15,2022-07-25 22:15,2022-07-25 22:25,B777-300,244,134,83,46,5,N,,10,Y
14640,JL0298,2022-07-25,HND,HKG,2022-07-25 09:45,2022-07-25 09:47,2022-07-25 13:45,2022-07-25 13:58,B787-8,291,167,141,26,0,N,,13,Y
14641,JL7712,2022-07-25,NRT,SYD,2022-07-25 09:00,2022-07-25 09:30,2022-07-25 19:00,2022-07-25 19:44,B787-9,312,162,129,29,4,N,,44,N
14642,JL0851,2022-07-25,HND,PVG,2022-07-25 08:15,2022-07-25 08:45,2022-07-25 11:15,2022-07-25 11:40,B767,261,137,124,13,0,N,,25,N
14643,JL0590,2022-07-26,HND,CTS,2022-07-26 06:00,2022-07-26 06:45,2022-07-26 07:30,2022-07-26 08:17,A350,369,274,223,46,5,N,,47,N
14644,JL0361,2022-07-26,HND,FUK,2022-07-26 18:45,2022-07-26 18:50,2022-07-26 20:25,2022-07-26 20:30,A350,369,244,199,41,4,N,,5,Y
14645,JL0926,2022-07-26,HND,OKA,2022-07-26 15:00,2022-07-26 15:45,2022-07-26 17:30,2022-07-26 18:24,B777-200,312,204,164,34,6,N,,54,N
14646,JL0287,2022-07-26,HND,NGO,2022-07-26 20:45,2022-07-26 20:52,2022-07-26 21:35,2022-07-26 21:44,B737,165,121,112,9,0,N,,9,Y
14647,JL7127,2022-07-26,NRT,SIN,2022-07-26 16:45,2022-07-26 16:45,2022-07-26 23:45,2022-07-26 23:41,B787-9,312,174,138,31,5,N,,-4,Y
14648,JL0690,2022-07-26,NRT,LAX,2022-07-26 10:00,2022-07-26 10:10,2022-07-26 21:00,2022-07-26 21:21,B777-300,244,110,68,38,4,N,,21,N
14649,JL0488,2022-07-26,NRT,LHR,2022-07-26 14:15,2022-07-26 15:00,2022-07-27 02:15,2022-07-27 03:12,B777-300,244,123,77,42,4,N,,57,N
